station,latitude,longitude,height_m,x_m,y_m,z_m
P802,46.5575356136,259.376610376,574.958788804,-810031.7423,-4318615.3079,4608498.0723
PADO,45.4111511591,11.896058106,64.6670993492,4388882.2591,924567.2004,4519588.518
PALM,-64.7750897956,295.948878189,31.2393825017,1192671.992,-2450887.706,-5747096.184
PARK,-32.9987598063,148.264614011,397.392028131,-4554255.2297,2816652.4564,-3454059.7151
PBDN,45.7006605342,34.4526435363,32.0388189079,3679516.1556,2524386.181,4542096.009
PBR4,11.6374416506,92.7124397365,-13.7034892607,-295669.6527,6240863.3459,1278143.5486
PCLB,53.7154195158,227.479225243,493.504551758,-2556826.997,-2788256.663,5118460.288
PDEL,37.7477466778,334.337234397,110.648954837,4551596.0624,-2186893.3724,3883410.6118
PENC,47.7896002768,19.2815244169,291.752969491,4052449.8146,1417680.9002,4701406.9117
PER1,57.9582855774,56.1266799811,108.296252564,1890593.6711,2816332.1784,5383366.0625
PERT,-31.801957928,115.885256869,12.6650178339,-2368688.0359,4881316.6955,-3341794.9736
PGC5,48.6485831632,236.549031585,3.54880833626,-2327182.86,-3522535.628,4764832.484
PGEN,6.06487199418,125.131666667,123.997982855,-3650009.8582,5187342.0942,669405.3021
PICL,51.4798085526,269.838022798,315.178638641,-11253.29,-3980586.76,4967210.29
PIE1,34.3015058083,251.881072627,2347.71088564,-1640916.928,-5014781.187,3575447.077
PIRK,54.9577788584,20.2146258055,36.3611555677,3444380.8166,1268283.7457,5198715.9565
PLS2,55.8209866649,37.0890795433,174.28579997,2864893.1176,2165843.4026,5253415.1388
PNZA,53.2029942634,44.9786236989,181.425054831,2708325.5102,2706305.3826,5084252.3129
POAL,-30.0740424334,308.880235212,76.7451296682,3467519.4023,-4300378.5347,-3177517.7301
POHN,6.95994400033,158.2101166,90.6989599867,-5879158.7658,2350291.6852,767748.2183
POHV,53.6552687361,52.1245079056,76.0721798269,2325776.9126,2990229.8461,5114159.0058
POL2,42.6797697984,74.6942640497,1714.20421202,1239971.4511,4530790.0876,4302578.795
POLV,49.6026131332,34.54292883,178.117955663,3411557.3382,2348463.8352,4834396.6426
POTS,52.379297377,13.066091317,144.417619174,3800689.6341,882077.3857,5028791.3179
POVE,-8.70933659071,296.103680217,119.59000878,2774265.6188,-5662060.1305,-959415.9862
PRD2,50.8713338705,245.70708619,1247.02303523,-1659565.9528,-3676743.5241,4925491.5718
PRD3,50.8710355077,245.706089643,1247.10346188,-1659640.5182,-3676738.1772,4925470.684
PRDS,50.8713524889,245.706504925,1247.93942126,-1659602.83,-3676725.75,4925493.59
PRHL,43.761798788,44.0252590265,233.493174106,3317613.7186,3206610.0483,4389176.5297
PRMA,46.0453681502,38.1687403267,29.3090977697,3486544.415,2740561.096,4568770.192
PRVO,57.3760505493,41.2634967429,123.172998457,2590950.7663,2273282.7912,5348696.9224
PSHM,56.9472058704,63.2411156789,83.2180972882,1569959.9964,3113542.2833,5322765.5797
PTAG,14.5353977887,121.040772961,88.4290017579,-3184320.9618,5291067.5908,1590413.98
PTAL,49.2563294444,235.139044568,92.8122872263,-2384054.01,-3422429.09,4809283.13
PTBB,52.2961912976,10.4597500131,130.253765676,3844059.7545,709661.5334,5023129.6933
PTGG,14.5354022219,121.041265408,84.9079310047,-3184364.6164,5291037.1962,1590413.5711
PTGR,44.0306354709,43.0855894377,497.734795161,3354767.034,3137753.1996,4410885.5491
PTR1,61.7501213126,34.3631660891,177.187468984,2498586.4901,1708459.5641,5595544.1934
PTRF,48.5441976568,235.587009972,170.318652766,-2390980.02,-3490240.5,4757280.5
PTTN,54.159625496,41.1306931656,182.406259112,2819218.9906,2462022.2706,5147315.0511
PTVL,-17.7494320201,168.3150185,86.4599927636,-5950573.1696,1230677.8795,-1932016.9025
QAQ1,60.7152646758,313.952237817,109.630192421,2170941.781,-2251829.5747,5539987.7237
QUAD,50.1325010433,234.669152842,-7.19966343418,-2369027.21,-3342080.39,4872243.94
QUIN,39.9745541251,239.055571365,1105.76506035,-2517231.209,-4198595.058,4076531.208
RABT,33.9981041009,353.145711387,90.1214307807,5255617.68,-631745.622,3546322.61
RAEG,36.9857016024,334.873610201,297.907032932,4618477.6066,-2166047.5562,3816304.9915
RAEV,54.0795569346,54.9308199135,119.645394612,2154686.6676,3069317.1998,5142040.6717
RDSD,18.4613977858,290.088676917,-9.14705933072,2078678.9081,-5683737.3052,2006886.9294
REDU,50.0015006286,5.14488323629,370.294158078,4091423.719,368380.653,4863179.994
REUN,-21.2082269398,55.571718426,1558.39743269,3364099.232,4907944.363,-2293466.999
REYK,64.1387820907,338.044508143,93.0175419636,2587384.3847,-1043033.8724,5716563.9211
REZH,57.3618986193,61.4137572342,186.506524118,1649908.338,3027875.567,5347900.39
RGDG,-53.7858171632,292.248496751,32.6516059376,1429872.6938,-3495336.0862,-5122721.8337
RHTA,42.6880254498,46.1420555808,1011.97084144,3253913.474,3386287.6792,4302777.0172
RIGA,56.948618704,24.0587710423,34.7158478042,3183899.344,1421478.378,5322810.736
RIO2,-53.785472186,292.248881915,32.0400117142,1429907.7834,-3495354.8119,-5122698.6553
ROAG,36.4633513443,353.793725366,83.2410833128,5105577.352,-555208.925,3769714.099
ROSH,50.183380968,39.5706279397,111.10374221,3154499.5285,2606906.2752,4875960.684
RTS2,30.6802639172,255.976714374,1885.69293629,-1330748.5875,-5328115.2705,3236419.9572
RUZA,55.687565978,36.2107972483,212.057345686,2907680.3162,2128941.8648,5245086.7253
RYZN,54.6234259479,39.754313118,150.715217322,2845259.7736,2366739.9378,5177349.275
SALU,-2.59345947261,315.787521095,18.983771788,4566947.9069,-4443098.4971,-286674.8112
SAMO,-13.8492112577,188.261579422,76.8999503404,-6129702.2728,-890029.419,-1516807.4463
SAMR,53.2287081126,50.2336383707,113.790113823,2447583.0053,2941189.8801,5085911.7774
SANT,-33.150287806,289.331446535,723.074553763,1769693.588,-5044574.184,-3468320.907
SASK,52.1962622634,253.601641965,578.574894483,-1106129.71,-3758704.03,5016675.77
SAVO,-12.9392468367,321.567746277,76.320236573,4870283.7572,-3864605.2802,-1418872.6239
SC04,48.9231693072,236.295853685,15.0908369329,-2329983.25,-3493114.85,4784960.26
SCH2,54.8320889004,293.167386232,498.186281514,1448636.93,-3385243.67,5191046.95
SCOR,70.4853390948,338.049667671,127.043425718,1982095.1481,-798820.4381,5989463.3557
SCRZ,-17.7967931419,296.840321387,438.336989641,2743003.8408,-5420742.2509,-1937116.1663
SCTB,-77.8489849809,166.758014513,-18.9229561547,-1311028.8149,308512.7599,-6213390.8791
SCUB,20.012062868,284.237684217,21.0294219432,1474538.1759,-5811243.3797,2168958.8133
SEMK,47.5207438249,40.82425074,29.9968366511,3265382.2654,2821015.094,4681077.6852
SERV,59.6040191578,60.5880988398,132.821477247,1588806.678,2818308.6649,5478401.9567
SEUS,17.4952978038,297.017392068,-6.15928354021,2764145.9952,-5420873.4401,1905182.0345
SEVR,54.1295287248,52.5029121057,144.09245243,2280041.6324,2971720.8309,5145321.7108
SEVU,60.243146416,59.9902922429,221.853143995,1587328.3659,2748257.9147,5514164.9125
SEY2,-4.67365124832,55.4794535635,538.81557795,3602867.3394,5238179.3811,-516268.0725
SEYG,-4.67873181903,55.5306305402,-37.6044256622,3597836.0544,5240883.9992,-516781.0502
SFDM,34.4598091905,241.245490074,290.772145729,-2532676.38,-4615597.869,3588781.2899
SFER,36.4643734497,353.794352769,82.4254274638,5105515.7657,-555145.6601,3769804.8319
SGOC,6.89207533353,79.8741766732,-78.4961775746,1113280.0609,6233644.2886,760276.9549
SGPO,36.604184042,262.515178742,290.16587862,-667801.1647,-5082858.388,3782394.883
SHAR,52.9236848117,54.7190243095,198.85767243,2225775.5208,3145789.7638,5065586.5618
SHGR,51.8755747889,36.9133933345,246.963867987,3155012.2514,2370003.6734,4994462.3736
SHKS,59.2287101342,38.5358050585,141.028877252,2558872.5747,2038031.2994,5457135.7145
SHL1,43.521530929,46.365817681,18.6889232527,3196497.0157,3352645.1464,4369709.5254
SHLG,25.6739433414,91.9132990202,1007.03468384,-192075.4275,5749765.3329,2746986.8087
SHMH,55.2293567223,63.2848726934,176.839957841,1638964.3654,3256575.6612,5216132.1746
SHPB,49.3475070035,233.740143701,5.72448404226,-2462314.56,-3356962.166,4815829.413
SHRY,58.3705602876,45.5113683442,137.226963335,2349718.4396,2392040.0485,5407612.765
SHUM,55.5004370452,46.4184776122,134.172902721,2496193.063,2622954.2274,5233249.8908
SHUY,59.3704375953,41.0091086348,134.508587808,2458292.8276,2137647.5746,5465191.0785
SIBA,52.7131176081,58.6582546105,372.616159385,2014172.0901,3307300.3726,5051563.0882
SIN1,1.34297992529,103.679424943,92.2315211864,-1507971.05,6195614.11,148487.87
SIZR,53.1251855987,48.4043937263,87.5031585172,2546333.3154,2868447.2573,5078985.5774
SKTV,61.6692952754,50.8307030213,144.316682182,1916795.1083,2352796.0344,5591246.2209
SLHR,66.5532203935,66.5988439389,32.2407452436,1010802.3846,2335697.1915,5828796.4183
SLNG,56.1757336672,36.9944192864,230.909555364,2842338.8625,2141421.9375,5275550.779
SLSK,46.4709775972,41.5444079698,67.5602178695,3293562.6493,2918452.0537,4601508.0514
SMLN,54.7871430539,32.0052242341,204.219458695,3125808.799,1953618.4386,5187923.13
SOCH,43.5786187984,39.787910327,130.768846664,3556218.1608,2961658.223,4374383.7863
SOD3,67.4207831176,26.3892751837,300.673316008,2200149.7578,1091650.5585,5866868.3128
SOIK,51.1799792768,54.9834315773,120.71258514,2298997.8705,3281289.3015,4946214.8991
SOLO,-9.43491625997,159.954344297,122.879345089,-5911339.9969,2156887.7661,-1038664.0988
SORC,52.3977220984,53.1816225706,122.176458563,2337233.905,3122156.7566,5030024.9742
SPT0,57.7149558731,12.8913448929,219.910277762,3328984.8157,761910.0669,5369033.4806
SPTU,-21.9291178059,309.507630386,508.783049159,3766123.3148,-4567433.4654,-2367323.8346
SRG1,53.9371126101,51.1696910778,101.80055432,2359420.7592,2931350.8513,5132708.7295
SRNK,54.1868709551,45.1946299827,153.796692172,2635903.1362,2653872.2232,5149067.018
SRPH,54.907302324,37.4063182456,150.082799612,2919329.351,2232505.976,5195580.551
SSRT,56.5170226771,60.8297733066,238.708224567,1719131.1053,3079779.8075,5296617.5497
STFU,37.4269188828,237.826719427,20.3773800079,-2700402.9701,-4292605.2954,3855138.4419
STHL,-15.9425338,354.332654552,453.287945089,6104817.308,-605827.996,-1740738.856
STJ2,47.5952321679,307.32169403,152.556122103,2612598.08,-3426832.76,4686757.09
STJ3,47.5954351446,307.32169224,154.460905219,2612588.6484,-3426820.611,4686773.7155
STJO,47.5952391637,307.322251896,152.80728798,2612631.2,-3426807.0,4686757.8
STK2,43.5286440713,141.844818759,118.563371548,-3642161.2689,2861487.8616,4370351.3311
STO1,51.2741682439,37.8411712071,158.082139097,3157577.9318,2452904.6635,4952806.3537
STPM,46.7778237918,303.83175562,0.472965643741,2436208.256,-3634804.894,4624885.452
STPN,54.8999205985,38.0647442219,212.588125099,2894039.5177,2266342.5907,5195159.2123
STR1,-35.3155258529,149.010055494,799.915028281,-4467103.1933,2683039.4751,-3666948.7458
STR2,-35.3161535193,149.010157631,802.450019314,-4467075.2351,2683011.847,-3667007.0409
STRG,55.803433815,37.3913796987,220.557592335,2854731.1149,2181926.2555,5252355.2422
STRL,53.6319648836,55.9282516701,176.09287649,2123487.8473,3139712.1025,5112701.9774
STSH,46.6335968885,38.6663158965,35.9928939193,3425682.584,2741184.23,4613916.715
STVR,45.0563461006,41.9717461014,497.438058536,3355682.1883,3018474.8132,4492126.1316
SULP,49.8355858775,24.0144834024,370.521913002,3765297.338,1677558.99,4851297.212
SUTH,-32.3802108332,20.8104623175,1799.76593401,5041274.8417,1916054.1204,-3397075.9716
SUTM,-32.3814352755,20.8109099876,1797.60080126,5041190.169,1916067.017,-3397189.514
SVCH,57.2617339353,41.8830900371,152.94026811,2574206.5117,2308332.4008,5341847.5979
SVTL,60.5328694728,29.7808710592,76.00810422,2730154.5542,1562364.0262,5529989.0907
SVTS,57.5760423382,48.9452423596,123.67098273,2251494.2583,2585054.0766,5360672.565
SYDN,-33.7808717668,151.150382369,85.5560475653,-4648240.8472,2560636.4409,-3526317.7773
SYLV,58.0307410088,56.7417489446,194.55898245,1856524.098,2830780.7072,5387716.3696
SYOG,-69.00695733,39.5837443916,50.0902165435,1766207.8686,1460290.3801,-5932297.7652
TAHB,49.8929926532,233.322397036,453.751376269,-2459291.622,-3302085.902,4855476.979
TAMB,52.6513094927,41.4494845316,149.313130835,2906481.4306,2566872.7868,5047215.627
TASH,41.3280490156,69.2955661943,439.698487188,1695945.1994,4487138.5684,4190140.6931
TBLS,45.360434445,40.1952259155,121.784164259,3429122.6606,2897343.5831,4515670.3534
TEJA,-39.8054498039,286.747158887,40.1549603101,1413829.5225,-4698485.4134,-4061440.0692
TFNO,49.1541307846,234.092152504,-2.48014185112,-2451196.1969,-3385218.4953,4801785.014
TGNR,47.2040222746,38.913826474,60.2300473321,3377783.3127,2726873.6353,4657248.3223
THRC,45.85194174,40.1280890842,112.896756607,3402664.2597,2868161.5641,4553881.5123
THTG,-17.5770602793,210.393561606,96.9443180971,-5246414.1319,-3077260.4664,-1913841.6975
THTI,-17.5771028974,210.393545274,101.171840915,-5246417.2567,-3077260.2892,-1913847.4708
THU2,76.5370517192,291.174943658,38.0244194428,538093.0701,-1389088.2234,6180981.204
TID1,-35.3991971466,148.980001228,665.306063352,-4460996.9503,2682557.08,-3674442.6275
TIDV,-35.3992051883,148.979998053,665.37192998,-4460996.4047,2682557.0885,-3674443.393
TIT2,51.035233672,6.43158128698,156.097823205,3993787.1,450204.2,4936131.8
TLSE,43.560698524,1.48089548608,208.570551465,4627852.5312,119640.443,4372994.8103
TLSG,43.5497085214,1.48503647548,208.301170479,4628684.7755,119996.7157,4372109.7032
TMRK,45.279601224,37.3797041845,64.9814172229,3572346.038,2729260.192,4509313.055
TOAY,16.0734439699,106.626757584,366.955659417,-1754220.6769,5874394.512,1754640.5704
TOLB,53.5178108833,49.4025126212,131.917732925,2473191.9469,2885778.6644,5105122.3805
TONG,-21.1447136403,184.82078803,56.2879661322,-5930303.5639,-500148.372,-2286366.2559
TOPL,-10.1710535372,311.669320906,256.554183942,4174345.6253,-4690236.7058,-1118921.4306
TOW2,-19.2692723696,147.055692219,88.096964757,-5054583.3955,3275504.1124,-2091538.4656
TRNK,58.0614329344,63.6695331151,61.668683717,1500208.0706,3031381.1438,5389412.8058
TRNZ,43.3900462626,42.9205704147,1314.34487845,3400243.2789,3161976.7101,4359995.4214
TRO1,69.6627154028,18.939641156,138.060538005,2102928.8112,721619.348,5958196.1255
TROI,45.1461313742,38.114048084,24.77455997,3545334.1587,2781301.043,4498834.7632
TRZK,54.0864580884,61.5527121651,165.233505545,1786085.1326,3296788.9797,5142528.2048
TSK2,36.1055762536,140.087115967,69.933531085,-3957184.1109,3310231.7255,3737703.9594
TSKB,36.1056802784,140.087496846,67.2570064422,-3957199.24,3310199.668,3737711.708
TUAP,44.1091379834,39.0705037736,89.603694275,3561297.9126,2891145.3542,4416869.156
TUCH,55.5973710846,36.4670905424,246.202422028,2904810.6089,2146865.8643,5239447.5242
TULA,54.1854685819,37.6219627113,194.811605282,2962770.0537,2283449.861,5149008.9353
TUM1,57.1491626071,65.5309737193,103.710101948,1436492.6961,3156616.5498,5335016.041
TVR1,56.8601552634,35.9111889904,164.148182496,2830800.2744,2050000.2603,5317539.9986
TWTF,24.9535688214,121.164507412,202.834973237,-2994429.2553,4951309.7911,2674497.743
UCAG,39.2280283805,9.11013350554,134.805077113,4885053.127,783344.9145,4012044.1077
UCAL,51.0799772051,245.866145588,1119.49609239,-1641945.5024,-3664804.0945,4940010.0943
UCLU,48.925637974,234.458359576,10.0546264164,-2440669.042,-3416437.062,4785136.849
UFAP,54.7498247568,55.9804143424,201.174994308,2064180.916,3058018.6768,5185524.059
UFPR,-25.4483685965,310.769045229,925.807273036,3763751.6791,-4365113.8289,-2724404.7151
UGLC,57.5309544235,38.3251717027,139.438105615,2692673.4045,2128466.7822,5357991.7586
UGRS,61.3296098565,63.3166088715,115.037481729,1377720.7586,2741272.1561,5573157.6309
UHT2,63.5562226905,53.6560893434,99.128524486,1687815.0596,2293994.9156,5687945.6817
ULAB,47.8650670877,107.052329995,1575.67060139,-1257408.9234,4099404.3974,4707992.6715
ULNS,54.3682951713,48.5954297321,124.185585729,2462978.0094,2793250.9803,5160833.8866
UNB3,45.9502098968,293.358293837,22.7689993307,1761288.0056,-4078238.5034,4561417.7902
UNBD,45.9501233387,293.358505377,23.1156081818,1761305.9,-4078238.57,4561411.35
UNSA,-24.7274566351,294.59235656,1257.80360718,2412830.4245,-5271936.73,-2652209.0548
URAL,56.8382760944,60.6148631888,274.953944104,1716012.9668,3047280.4653,5316300.3905
URAY,60.1166762602,64.7771704636,52.454893196,1357624.4283,2882117.3877,5507010.7898
URUM,43.8079498445,87.6006710095,858.924618604,193030.2318,4606851.332,4393311.5615
USAL,40.3349138277,18.1114852637,69.1979540186,4627542.1824,1513540.7111,4106448.0812
USCL,-33.4498456433,289.318648643,570.734363533,1762489.6096,-5027633.8168,-3496008.8249
USN7,38.9205661345,282.933723394,58.9188312227,1112162.136,-4842854.662,3985497.0649
USN8,38.9205717905,282.933725331,58.9987155423,1112162.2254,-4842854.3005,3985497.6036
USN9,38.9205680635,282.933715357,58.6736943312,1112161.3839,-4842854.501,3985497.0775
USUD,36.1331102383,138.362043604,1508.61925998,-3855263.0361,3427432.5571,3741020.2929
UTQI,71.3227547748,203.384984533,12.1149847973,-1880399.9215,-813136.6979,6019921.5735
VACS,-20.2970909989,57.4970366649,420.343132427,3215946.33,5047448.47,-2198719.6
VALD,48.0970572814,282.435834056,312.774306023,919075.83,-4167766.23,4724323.53
VARN,53.3639871184,60.9563228536,248.683250059,1851800.3458,3334738.5319,5095018.4646
VEN1,45.4305674252,12.3540738968,60.397847834,4379846.8268,959292.0,4521100.1253
VESH,49.6242702056,41.751785681,85.8790141353,3088475.9483,2756743.1153,4835887.1357
VILL,40.4435919042,356.048019037,647.358643167,4849833.7962,-335049.1807,4116014.8247
VIS0,57.6538672707,18.3673123211,79.7691917019,3246470.5568,1077900.3114,5365277.8949
VKAV,43.0477805008,44.6706807632,686.982859686,3320284.5425,3282334.2199,4331851.2797
VLDK,47.4942944597,42.1725112479,69.2436019694,3199728.075,2898540.1705,4679120.2125
VLDR,46.403952629,48.5434653233,-13.2592224162,2916934.7777,3302039.1836,4596314.9944
VLGR,48.7331750184,44.5045740156,119.21133686,3006016.7474,2954476.1854,4771129.1393
VLKL,56.0320752664,35.9555616546,209.671809678,2891434.878,2097325.9718,5266612.3601
VLLK,56.3484710988,30.5542401635,130.668548018,3050774.614,1800935.9164,5286150.0242
VNDP,34.5563219923,239.38354188,-11.8225820856,-2678090.3506,-4525436.1477,3597432.5601
VNGD,58.4934905015,31.1767575918,44.2860748097,2858771.5232,1729748.9408,5414701.8935
VOIM,-21.906301209,46.7932680004,1163.37785787,4054014.146,4316070.229,-2365224.017
VOLO,59.211310124,39.8853355421,147.70318424,2511444.4481,2098801.5665,5456149.4933
VRNV,55.3009033486,37.2175413753,223.740268088,2898081.9995,2201162.7431,5220709.2531
VSKR,55.3259427836,38.6811445541,143.824095984,2839089.6638,2273006.1294,5222229.985
VTUL,68.6076823311,31.783276577,95.7359156227,1983373.7392,1228942.51,5916239.5308
VUST,60.7828038804,46.3152964991,94.0434303954,2155863.1969,2257188.1261,5543651.4374
WAB2,46.9237488271,7.46425431068,611.212536199,4327318.2325,566955.9585,4636425.9246
WARK,-36.4344143241,174.662779315,111.281788339,-5115332.9899,477886.9343,-3767147.7796
WARN,54.1697900018,12.1014287715,50.7373095835,3658785.6,784471.1,5147870.7
WGTN,-41.3234569989,174.805894172,26.0528416485,-4777269.408,434270.0582,-4189484.5465
WHIT,60.7505128117,224.777888424,1427.3655989,-2218337.85,-2201205.06,5543057.57
WILL,52.2368685814,237.832189539,1095.65745274,-2084258.016,-3313872.98,5019853.081
WIND,-22.574920442,17.0894317066,1734.67522584,5633708.7802,1732017.696,-2433985.8026
WOSB,50.1607337526,233.429638662,945.374660399,-2439695.67,-3288605.67,4874987.8
WROC,51.1132581267,17.0620359041,180.817973659,3835751.6257,1177249.7445,4941605.054
WSLB,50.1265399872,237.078811393,909.243411562,-2227013.61,-3439649.1,4872522.22
WSRT,52.9146082446,6.60450167872,82.2804505629,3828736.1392,443304.7363,5064884.5236
WTZ2,49.1447862073,12.8786256538,663.40471554,4075535.3,931822.185,4801608.915
WTZ3,49.1448024875,12.8786330945,661.862201431,4075532.8602,931822.1841,4801608.9328
WTZA,49.1442214832,12.8789159187,666.717686885,4075579.0046,931853.9041,4801570.3328
WTZR,49.1441956101,12.8789058195,666.083565536,4075580.8863,931853.5784,4801567.9707
WTZS,49.1447861632,12.8786256896,663.359647819,4075535.2743,931822.1818,4801608.8777
WTZZ,49.1442251656,12.8789023469,665.897015035,4075578.4,931852.75,4801569.98
WUH2,30.53164932,114.357259322,25.1261821128,-2267749.0,5009154.0,3221290.0
WUHN,30.5278193016,114.356564227,80.8041590936,-2267796.9641,5009421.6975,3220952.5436
WUTH,77.0025147036,15.5385869442,53.2170779724,1386490.0386,385513.4785,6192888.2659
XMIS,-10.4499591197,105.688504322,261.515010021,-1696344.7528,6039590.0108,-1149275.0818
YADR,55.9475723771,46.1991711795,94.5082595414,2477725.3408,2583673.2796,5261254.1134
YALT,44.5093704889,34.1635882548,111.343677642,3769853.553,2558489.086,4448708.87
YAR2,-29.0465468473,115.346982744,241.269988177,-2389026.6091,5043317.0543,-3078529.5527
YAR3,-29.0464876784,115.347157189,242.439997743,-2389043.7652,5043313.5826,-3078524.3873
YARR,-29.0465817643,115.346979806,241.341973756,-2389025.573,5043315.5355,-3078532.9711
YDR1,55.9475723771,46.1991711795,94.5082595414,2477725.3408,2583673.2796,5261254.1134
YEBE,40.5248975905,356.91137058,972.75755502,4848724.905,-261632.493,4123093.901
YEL2,62.4813211382,245.519153575,180.958200183,-1224441.9728,-2689174.6284,5633660.3319
YEL3,62.4804857852,245.518758968,180.379721739,-1224494.6,-2689241.1,5633616.8
YELL,62.4808954103,245.519301992,180.723683904,-1224452.4,-2689216.0,5633638.2
YKRO,6.8705602811,354.759907031,270.183159509,6306439.897,-578380.783,757956.481
YRSL,57.6282476072,39.9505703155,118.404899428,2624195.9115,2198106.6885,5363783.3619
YRUP,50.7985664712,42.008705466,107.417874616,3001514.3296,2703401.5316,4919494.9984
ZAMB,-15.4255385894,28.3110146368,1324.91960418,5415352.9566,2917210.1635,-1685888.6292
ZAOK,54.7337732928,37.3985869787,262.421038737,2932225.6495,2241741.2061,5184542.5638
ZDN1,52.3882301094,38.920399306,155.45794111,3034995.3427,2450717.1374,5029406.7766
ZDNK,52.3882301826,38.9203992035,155.460756348,3034995.3434,2450717.129,5029406.7838
ZECK,43.7884001023,41.5650700255,1163.72709648,3451172.7087,3060334.0726,4391954.4612
ZHIG,53.4036439376,49.5061670811,77.8403958874,2474575.6472,2897987.396,5097513.8715
ZIM2,46.8770907902,7.46502705613,956.451051597,4331300.16,567537.081,4633133.51
ZIM3,46.8770907902,7.46502705613,956.451051597,4331300.16,567537.081,4633133.51
ZIMM,46.8770946057,7.4652731952,956.35242741,4331297.348,567555.639,4633133.728
